,t0_F1E_2,t0_F1E_3,t0_F1E_4,t0_F1C_2,t0_F1C_3,t0_F1C_4,LPS_F1E_1,LPS_F1E_2,LPS_F1E_3,LPS_F1C_1,LPS_F1C_2,LPS_F1C_4
DUSP7,50.81942574,32.61960603,28.05256018,36.66850791,33.20558525,32.3602386,49.76154832,47.09116996,38.22206017,53.35136647,52.60622916,58.59185488
ASNSD1,43.95193578,29.18596329,25.50232743,42.55357708,37.40399258,36.74806756,34.61672926,33.13823071,43.31833485,34.6783882,29.91334599,37.37756259
ENSGALG00000041676,21.97596789,15.45139233,10.20093097,7.695859684,6.488447693,19.19675171,9.375364176,5.232352218,17.83696141,9.781083853,17.53540972,18.1836791
KCNT2,1.373497993,1.71682137,0,1.358092885,1.526693575,2.193914481,1.442363719,0,1.274068672,0,2.062989379,1.010204394
FBXO30,0,0,0,0,2.290040362,0.54847862,0,5.232352218,3.822206017,0.889189441,3.094484068,0
SREBF2,153.8317752,151.0802806,239.7218779,175.1939822,198.8518381,166.1890219,245.2018323,190.1087973,156.7104467,176.9486988,151.6297193,224.2653756
ENSGALG00000041689,1.373497993,1.71682137,5.100465487,1.810790514,1.526693575,0.54847862,4.327091158,0,2.548137344,0,0,0
ENSGALG00000041690,2.746995986,0,0,3.621581028,2.671713756,3.290871722,0.72118186,0,1.274068672,1.778378882,4.125978757,12.12245273
ENSGALG00000041691,1.373497993,0,0,0.452697628,0,0,0,0,3.822206017,0,2.062989379,0
ENSGALG00000041693,65.92790367,56.65510521,68.85628407,52.96562253,47.32750082,65.26895581,75.00291341,69.76469624,52.23681556,52.46217703,53.63772385,41.41838017
ENSGALG00000041694,52.19292374,89.27471124,61.20558584,59.30338933,83.96814661,77.88396408,69.95464039,69.76469624,68.7997083,57.79731367,53.63772385,66.67349003
Galphai3,565.8811731,781.1537234,744.667961,627.438913,647.6997491,684.5013181,580.551397,760.435189,702.0118384,645.5515343,623.0227924,608.1430454
FAM13B,5.493991972,1.71682137,2.550232743,19.0133004,12.2135486,8.775657924,12.98127347,6.976469624,11.46661805,11.55946273,7.220462826,10.10204394
WNT4,12.36148194,18.88503507,12.75116372,14.93902174,20.99203665,7.678700684,15.86600091,13.95293925,11.46661805,20.45135715,11.34644158,8.081635155
ENSGALG00000041713,137.3497993,206.0185644,239.7218779,213.220583,112.2119777,154.6709709,171.6412826,249.4087891,147.791966,151.162205,154.7242034,147.4898416
KLF3,1.373497993,3.43364274,0,3.168883399,1.526693575,0,0,3.488234812,0,0.889189441,3.094484068,0
STX1A,12.36148194,24.03549918,30.60279292,22.18218379,18.3203229,17.55131585,20.91427393,24.41764368,25.48137344,16.89459938,22.69288317,14.14286152
ENSGALG00000041729,8.240987958,0,5.100465487,4.979673913,4.580080724,6.581743443,2.884727439,8.72058703,5.096274689,3.556757765,7.220462826,5.051021972
CAPN7,5.493991972,1.71682137,2.550232743,3.168883399,3.435060543,1.645435861,1.442363719,0,3.822206017,2.667568323,2.062989379,3.030613183
ENSGALG00000041732,16.48197592,15.45139233,30.60279292,16.74981225,29.77052471,21.93914481,16.58718277,15.69705665,24.20730477,18.67297826,22.69288317,19.19388349
FSTL5,6.867489965,3.43364274,10.20093097,6.337766798,6.488447693,10.96957241,5.048273018,8.72058703,12.74068672,8.00270497,13.40943096,7.071430761
ENSGALG00000041744,38.45794381,145.9298165,56.10512035,44.81706522,46.18248064,83.36875028,67.06991295,61.04410921,22.9332361,16.89459938,50.54323978,24.24490547
ZMAT2,381.8324421,403.453022,367.233515,386.6037747,326.712425,361.4474107,371.4086577,341.8470116,392.413151,414.3622796,368.2436041,424.2858457
ADAMTS9,15.10847792,24.03549918,63.75581858,28.97264822,19.46534308,8.227179304,25.24136509,59.2999918,33.12578548,38.23514597,42.29128226,42.42858457
ENSGALG00000041752,4.120493979,0,0,0.905395257,3.816733937,4.387828962,2.884727439,0,1.274068672,1.778378882,4.125978757,4.040817578
N4BP3,63.18090768,72.10649754,124.9614044,73.33701581,58.77770263,72.39917787,78.60882271,76.74116586,50.96274689,68.46758697,67.04715481,72.7347164
ENSGALG00000041760,280.1935906,355.3820236,323.8795584,303.3074111,263.3546417,310.4388991,318.0412001,293.0117242,254.8137344,262.3108851,284.6925343,259.6225294
STIM1,85.15687557,145.9298165,140.2628009,117.7013834,135.8757282,109.6957241,134.1398259,118.5999836,95.55515041,101.3675963,102.1179742,117.1837098
ADPRM,27.46995986,13.73457096,28.05256018,29.42534585,38.93068616,33.45719584,29.56845625,36.62646553,28.02951079,34.6783882,30.94484068,30.30613183
VSTM2A,21.97596789,13.73457096,20.40186195,15.844417,14.50358896,21.93914481,13.70245533,8.72058703,29.30357946,18.67297826,26.81886192,11.11224834
CTDNEP1,20.6024699,18.88503507,20.40186195,17.65520751,16.03028254,24.13305929,25.96254695,19.18529147,16.56289274,19.56216771,25.78736723,20.20408789
ENSGALG00000041778,50.81942574,54.93828384,66.30605133,69.71543478,66.7928439,70.75374201,65.62754923,64.53234402,82.81446369,89.80813356,53.63772385,66.67349003
TMEM19,1.373497993,1.71682137,2.550232743,2.263488142,1.908366968,1.096957241,3.605909298,5.232352218,1.274068672,1.778378882,0,2.020408789
SAMD4A,16.48197592,8.58410685,0,10.41204545,9.923508236,6.581743443,10.09654604,10.46470444,7.644412033,17.78378882,16.50391503,9.09183955
DPP6,1.373497993,3.43364274,10.20093097,3.621581028,4.961754118,2.193914481,4.327091158,5.232352218,8.918480705,5.335136647,5.157473447,6.061226366
C6orf106,111.2533374,161.3812088,142.8130336,136.2619862,127.8605869,139.8620482,182.4590105,129.064688,135.0512793,166.2784255,138.2202884,151.5306592
WWP1,17.85547391,12.01774959,12.75116372,32.59422925,19.84701647,23.03610205,25.24136509,12.20882184,19.11103008,26.67568323,16.50391503,17.1734747
GLP2R,1.373497993,5.15046411,0,0,0,0,5.769454877,0,0,0,0,0
ENSGALG00000041802,9.614485951,20.60185644,2.550232743,7.243162055,8.015141268,13.16348689,6.490636737,5.232352218,14.01475539,10.67027329,10.31494689,14.14286152
ENSGALG00000041804,20.6024699,29.18596329,25.50232743,20.82409091,25.57211738,34.00567446,30.28963811,20.92940887,40.77019751,27.56487268,29.91334599,21.21429228
ENSGALG00000041805,527.4232293,477.2763409,632.4577203,639.2090514,762.5834406,710.2798132,582.7149426,716.8322539,579.7012458,597.5353045,620.959803,567.7348697
ENSGALG00000041807,306.2900525,353.6652022,400.3865407,291.5372727,243.1259518,299.4693267,223.5663765,381.9617119,324.8875114,319.2190094,297.0704705,307.1021359
ANO1,1.373497993,0,0,9.506650198,3.816733937,2.742393101,5.769454877,0,5.096274689,10.67027329,3.094484068,8.081635155
ENSGALG00000041812,1966.849126,1747.724155,1917.775023,1731.115731,1470.969259,1692.605022,1703.431553,1574.938018,1879.251291,1638.77614,1425.525661,1941.612846
ENSGALG00000041817,2.746995986,5.15046411,0,5.432371542,12.2135486,6.033264823,6.490636737,1.744117406,5.096274689,5.335136647,6.188968136,3.030613183
ENSGALG00000041819,131.8558073,53.22146247,58.6553531,249.8890909,128.2422603,129.989433,123.322098,74.99704846,182.1918201,136.9351739,96.9605008,87.88778231
NAA25,24.72296388,6.86728548,10.20093097,23.99297431,23.66375041,26.87545239,22.35663765,19.18529147,20.38509875,21.34054659,25.78736723,19.19388349
FGF22,10.98798394,17.1682137,2.550232743,7.695859684,4.961754118,12.06652965,7.211818597,8.72058703,2.548137344,8.00270497,11.34644158,6.061226366
PICK1,4.120493979,8.58410685,0,2.263488142,1.908366968,2.193914481,2.163545579,5.232352218,2.548137344,2.667568323,0,2.020408789
S100A6,134.6028033,175.1157797,239.7218779,71.97892293,54.5792953,127.7955185,230.0570132,143.0176273,247.1693224,129.8216584,149.56673,138.398002
ENSGALG00000041833,26.09646187,46.35417699,30.60279292,21.27678854,15.26693575,18.64827309,22.35663765,12.20882184,12.74068672,26.67568323,15.47242034,14.14286152
AEBP1,9.614485951,10.30092822,7.65069823,6.790464427,8.778488055,14.26044413,4.327091158,6.976469624,16.56289274,3.556757765,6.188968136,4.040817578
ENSGALG00000041838,5.493991972,1.71682137,0,2.716185771,2.671713756,4.936307582,7.933000457,3.488234812,11.46661805,0.889189441,5.157473447,5.051021972
DERL2,82.40987958,61.80556932,68.85628407,74.24241107,78.24304571,74.04461373,72.83936783,68.02057883,77.718189,96.03245964,75.29911232,67.68369443
ZNF692,35.71094782,25.75232055,20.40186195,22.18218379,25.19044398,21.39066619,26.68372881,33.13823071,11.46661805,16.89459938,34.03932475,17.1734747
ENSGALG00000041847,12.36148194,10.30092822,7.65069823,5.88506917,6.870121087,8.775657924,9.375364176,5.232352218,6.370343361,3.556757765,7.220462826,6.061226366
FAM184B,0,3.43364274,0,3.168883399,4.198407331,0.54847862,2.884727439,6.976469624,2.548137344,7.113515529,2.062989379,0
ZC3H15,267.8321086,226.6204208,242.2721106,325.0368972,336.6359332,315.9236853,304.3387448,216.2705583,235.7027044,385.9082175,277.4720714,295.9898876
ENSGALG00000041858,9.614485951,6.86728548,7.65069823,5.432371542,5.343427512,5.484786203,5.048273018,17.44117406,7.644412033,7.113515529,13.40943096,16.16327031
TCTN1,4.120493979,0,0,3.621581028,1.145020181,1.096957241,2.884727439,3.488234812,1.274068672,1.778378882,3.094484068,3.030613183
MRPL13,210.1451929,168.2484943,226.9707142,214.1259783,208.0119996,185.9342523,163.7082821,174.4117406,215.3176056,154.7189628,164.0076556,178.8061778
IFNAR2,6.867489965,10.30092822,2.550232743,3.168883399,4.198407331,1.645435861,3.605909298,0,12.74068672,2.667568323,3.094484068,8.081635155
MFN1,137.3497993,130.4784241,160.6646628,149.3902174,169.8446602,139.3135695,179.5742831,132.5529229,163.08079,162.7216677,159.8816769,168.7041339
ENSGALG00000041875,19.2289719,32.61960603,38.25349115,14.48632411,4.580080724,13.71196551,7.933000457,33.13823071,20.38509875,19.56216771,16.50391503,9.09183955
ENSGALG00000041879,61.80740969,54.93828384,61.20558584,58.39799407,54.96096869,57.04177651,48.3191846,36.62646553,38.22206017,45.3486615,49.51174509,53.5408329
MFSD6,2.746995986,8.58410685,0,2.716185771,3.816733937,2.193914481,0.72118186,0,1.274068672,2.667568323,2.062989379,0
ENSGALG00000041889,0,8.58410685,283.0758345,0,2399.9623,0,0,0,0,0,0,1.010204394
ENSGALG00000041894,8.240987958,8.58410685,0,13.58092885,8.778488055,6.581743443,5.048273018,5.232352218,19.11103008,4.445947206,9.283452204,4.040817578
RFX7,1.373497993,1.71682137,5.100465487,2.263488142,1.908366968,1.096957241,2.884727439,5.232352218,1.274068672,2.667568323,3.094484068,0
YJEFN3,10.98798394,13.73457096,28.05256018,15.39171937,13.35856878,26.87545239,17.30836463,24.41764368,31.8517168,28.45406212,24.75587254,20.20408789
ENSGALG00000041906,1.373497993,1.71682137,0,2.263488142,3.05338715,2.742393101,2.163545579,1.744117406,1.274068672,4.445947206,1.031494689,4.040817578
CDK5R1,1.373497993,3.43364274,5.100465487,2.263488142,1.145020181,4.387828962,0,1.744117406,1.274068672,8.891894412,9.283452204,7.071430761
ENSGALG00000041909,4.120493979,5.15046411,10.20093097,9.053952569,9.923508236,8.775657924,10.8177279,0,12.74068672,0.889189441,13.40943096,10.10204394
AAK1,2.746995986,3.43364274,10.20093097,2.263488142,3.05338715,2.742393101,2.163545579,1.744117406,7.644412033,1.778378882,2.062989379,4.040817578
BRI3,560.3871812,614.6220505,714.0651681,485.7445553,491.5953311,536.9605692,552.4253045,572.0705092,547.849529,495.2785187,566.2905845,560.6634389
ENSGALG00000041922,0,6.86728548,5.100465487,4.074278656,1.145020181,1.645435861,2.163545579,3.488234812,2.548137344,5.335136647,2.062989379,2.020408789
ESPL1,5.493991972,5.15046411,5.100465487,7.695859684,9.541834842,7.678700684,8.654182316,5.232352218,3.822206017,0.889189441,7.220462826,5.051021972
PFDN5,939.4726273,1090.18157,1259.814975,911.2803261,823.6511836,1077.760489,880.5630507,1123.211609,1006.514251,930.9813449,799.4083843,945.5513132
HEXIM1,140.0967953,128.7616028,209.1190849,131.2823123,210.6837133,237.4912426,234.3841044,104.6470444,155.436378,264.9784535,190.8265175,214.1633316
FZD9,70.04839765,66.95603343,96.90884424,103.6677569,74.42631177,87.20810062,98.08073292,64.53234402,96.82921909,86.25137579,71.17313357,62.63267245
ENSGALG00000041931,5.493991972,5.15046411,7.65069823,4.526976285,3.435060543,5.484786203,5.048273018,3.488234812,0,0.889189441,6.188968136,2.020408789
SLC5A5,0,1.71682137,7.65069823,0.452697628,1.908366968,0.54847862,0,3.488234812,1.274068672,0,0,1.010204394
THOP1,68.67489965,68.6728548,102.0093097,68.81003953,82.44145304,83.9172289,71.39700411,62.78822662,56.05902158,62.24326088,66.01566012,66.67349003
ENSGALG00000041936,4.120493979,5.15046411,7.65069823,4.074278656,3.816733937,2.193914481,2.884727439,6.976469624,2.548137344,0.889189441,4.125978757,2.020408789
FAM222B,65.92790367,97.85881809,107.1097752,105.0258498,102.6701429,85.01418614,89.4265506,88.94998771,76.44412033,68.46758697,93.86601673,80.81635155
ENSGALG00000041948,0,1.71682137,2.550232743,1.358092885,3.435060543,2.193914481,2.884727439,1.744117406,0,0.889189441,0,1.010204394
AAMDC,46.69893176,70.38967617,63.75581858,47.08055336,65.64782372,58.68721237,32.45318369,83.71763549,49.68867822,19.56216771,36.10231413,45.45919775
MTSS1,119.4943254,144.2129951,175.9660593,141.2416601,116.7920585,92.69288682,127.6491892,139.5293925,119.7624552,96.92164909,130.9998255,97.98982626
ENSGALG00000041970,0,0,0,0,0,0.54847862,0,0,1.274068672,0,0,1.010204394
POP4,79.6628836,82.40742576,79.05721504,69.26273715,74.04463838,85.01418614,96.6383692,74.99704846,78.99225768,77.35948138,82.51957515,92.93880429
PRIM1,38.45794381,27.46914192,33.15302566,21.27678854,24.0454238,31.26328135,21.63545579,29.6499959,38.22206017,30.232441,29.91334599,30.30613183
k123,5.493991972,1.71682137,15.30139646,1.810790514,5.343427512,4.387828962,79.33000457,40.11470034,40.77019751,54.24055591,55.70071323,35.3571538
PRR7,2.746995986,17.1682137,33.15302566,9.506650198,11.8318752,18.09979447,17.30836463,8.72058703,14.01475539,16.00540994,19.5983991,23.23470107
ENSGALG00000041988,59.0604137,58.37192658,43.35395664,49.79673913,45.03746046,55.39634065,51.20391204,76.74116586,70.07377697,56.01893479,58.79519729,47.47960654
RRN3,50.81942574,44.63735562,28.05256018,43.45897233,41.22072652,39.49046066,42.54972972,38.37058293,33.12578548,56.90812423,56.73220792,30.30613183
UGDH,32.96395183,25.75232055,22.95209469,26.25646245,31.29721828,24.68153791,39.66500228,29.6499959,38.22206017,29.34325156,24.75587254,38.38776699
ENSGALG00000041996,5.493991972,5.15046411,10.20093097,4.526976285,5.725100905,5.484786203,4.327091158,1.744117406,6.370343361,4.445947206,6.188968136,3.030613183
ENSGALG00000041998,122.2413214,187.1335293,150.4637319,88.72873518,104.9601833,120.1168178,80.77236828,122.0882184,160.5326527,110.2594907,85.61405922,106.0714614
C18orf32,335.1335103,341.6474526,262.6739726,315.530247,298.8502673,550.1240561,291.3574713,577.3028614,532.560705,511.2839287,559.0701216,333.3674502
ENSGALG00000042001,13.73497993,6.86728548,12.75116372,9.506650198,15.26693575,13.16348689,16.58718277,48.83528737,24.20730477,22.22973603,35.07081944,25.25510986
ENSGALG00000042008,2.746995986,3.43364274,0,1.358092885,2.290040362,3.290871722,1.442363719,10.46470444,3.822206017,2.667568323,3.094484068,1.010204394
HMMR,2.746995986,0,2.550232743,0,0.763346787,0,2.884727439,0,0,0.889189441,0,2.020408789
ENSGALG00000042010,2.746995986,1.71682137,2.550232743,8.148557312,4.580080724,3.290871722,5.048273018,0,10.19254938,6.224326088,3.094484068,4.040817578
ENSGALG00000042011,465.6158196,542.5155529,538.0991088,463.1096739,488.5419439,449.7524686,495.4519376,552.8852177,383.4946703,466.8244566,517.8103341,456.6123863
ENSGALG00000042014,30.21695585,17.1682137,15.30139646,31.68883399,33.96893204,1.096957241,32.45318369,1.744117406,0,0,0,18.1836791
ATG101,72.79539363,70.38967617,79.05721504,44.81706522,39.31235955,45.52372548,46.15563902,64.53234402,62.42936494,35.56757765,53.63772385,61.62246806
ENSGALG00000042020,226.6271689,218.036314,300.9274637,272.5239723,296.9419003,247.9123364,257.4619239,291.2676068,273.9247645,157.3865311,195.983991,265.6837557
ENSGALG00000042023,64.55440567,73.82331891,86.70791327,44.81706522,32.44223846,48.8145972,130.5339166,87.2058703,193.6584382,109.3703013,128.9368362,101.0204394
SERINC4,42.57843778,60.08874795,89.25814601,15.39171937,16.79362932,15.90587999,18.02954649,27.9058785,64.97750228,12.44865218,19.5983991,27.27551865
P4HA3,13.73497993,18.88503507,7.65069823,8.148557312,6.870121087,12.61500827,10.8177279,5.232352218,2.548137344,8.891894412,4.125978757,6.061226366
GPX2,1.373497993,3.43364274,2.550232743,0.905395257,1.908366968,2.193914481,3.605909298,1.744117406,2.548137344,1.778378882,1.031494689,2.020408789
ENSGALG00000042043,42.57843778,8.58410685,33.15302566,39.38469368,29.00717792,68.55982753,27.40491067,6.976469624,26.75544212,32.90000932,49.51174509,29.29592744
ENSGALG00000042050,12.36148194,5.15046411,17.8516292,1.358092885,1.526693575,2.742393101,5.769454877,3.488234812,10.19254938,5.335136647,5.157473447,3.030613183
SETD2,1.373497993,0,5.100465487,0.452697628,1.526693575,3.290871722,1.442363719,3.488234812,2.548137344,0.889189441,7.220462826,0
PPIL2,31.59045384,61.80556932,48.45442212,38.47929842,49.61754118,49.91155444,42.54972972,55.81175699,48.41460954,49.7946087,43.32277695,58.59185488
ENSGALG00000042054,208.7716949,324.4792389,354.4823513,220.0110474,158.7761318,219.9399267,199.7673751,341.8470116,211.4953996,219.629792,227.9603264,182.8469954
RXRA,16.48197592,25.75232055,0,10.86474308,4.198407331,7.130222063,14.42363719,3.488234812,8.918480705,16.00540994,12.37793627,15.15306592
ENSGALG00000042059,43.95193578,36.05324877,17.8516292,16.29711462,22.51873023,64.17199857,152.1693724,29.6499959,26.75544212,34.6783882,23.72437786,26.26531425
ENSGALG00000042060,71.42189564,92.70835398,81.60744778,85.10715415,85.87651358,85.01418614,103.1290059,76.74116586,103.1995624,98.70002797,79.42509108,88.89798671
EPDR1,266.4586107,195.7176362,168.3153611,278.4090415,294.6518599,258.8819088,232.2205588,221.5029106,197.4806442,266.7568323,249.6217148,227.2959887
VPS53,53.56642173,84.12424713,79.05721504,57.03990119,83.58647322,92.69288682,67.06991295,54.06763959,104.4736311,91.58651244,61.88968136,72.7347164
HIC1,39.8314418,60.08874795,99.45907699,73.33701581,58.39602924,70.20526339,60.57927621,59.2999918,42.04426618,55.12974535,40.22829289,47.47960654
NID1,6.867489965,3.43364274,0,2.716185771,1.526693575,0.54847862,1.442363719,3.488234812,2.548137344,1.778378882,4.125978757,1.010204394
ENSGALG00000042086,2.746995986,0,5.100465487,5.88506917,4.961754118,9.872615165,2.884727439,8.72058703,11.46661805,6.224326088,6.188968136,4.040817578
ATG2B,5.493991972,3.43364274,0,6.790464427,4.198407331,4.387828962,2.163545579,3.488234812,8.918480705,5.335136647,9.283452204,9.09183955
ENSGALG00000042098,5.493991972,6.86728548,5.100465487,1.810790514,4.198407331,2.742393101,6.490636737,10.46470444,1.274068672,0.889189441,6.188968136,9.09183955
