,t0_F1E_2,t0_F1E_3,t0_F1E_4,t0_F1C_2,t0_F1C_3,t0_F1C_4,LPS_F1E_1,LPS_F1E_2,LPS_F1E_3,LPS_F1C_1,LPS_F1C_2,LPS_F1C_4
GCN1,4.120493979,3.43364274,10.20093097,2.263488142,3.435060543,4.387828962,0,3.488234812,5.096274689,1.778378882,5.157473447,4.040817578
SYNPR,733.4479283,700.463119,609.5056256,623.3646344,785.8655176,716.8615567,672.8626751,828.4557678,547.849529,630.4353138,825.1957515,683.908375
SIRT7,5.493991972,15.45139233,20.40186195,2.263488142,3.816733937,7.678700684,4.327091158,10.46470444,10.19254938,8.891894412,4.125978757,4.040817578
ENSGALG00000007287,244.4826428,240.3549918,341.7311876,240.3824407,294.6518599,217.1975336,290.6362895,226.7352628,189.8362322,301.4352205,222.8028529,215.173536
SNTN,0,1.71682137,0,0.905395257,0.763346787,0.54847862,0.72118186,0,5.096274689,0.889189441,0,3.030613183
CLPX,133.2293053,120.1774959,124.9614044,157.5387747,164.5012327,157.413364,180.2954649,143.0176273,165.6289274,158.2757205,145.4407512,204.0612877
C16orf72,6.867489965,0,0,4.074278656,3.05338715,4.936307582,2.884727439,5.232352218,1.274068672,4.445947206,2.062989379,4.040817578
THOC7,394.193924,393.1520937,395.2860752,317.3410376,347.7044617,346.0900094,298.5692899,383.7058293,352.9170222,287.2081895,341.4247422,363.673582
ENSGALG00000007300,75.54238962,128.7616028,109.660008,72.88431818,82.05977964,86.11114338,73.56054969,104.6470444,115.9402492,96.92164909,61.88968136,83.84696474
ATXN7,1.373497993,0,2.550232743,0.905395257,0.381673394,1.096957241,0.72118186,0,1.274068672,0,0,0
ENSGALG00000007305,159.3257672,166.5316729,107.1097752,93.70840909,134.730708,175.5131585,113.9467338,137.7852751,122.3105925,156.4973416,133.0628149,93.94900868
USP7,46.69893176,25.75232055,2.550232743,61.11417984,45.41913385,39.49046066,42.54972972,40.11470034,38.22206017,49.7946087,34.03932475,31.31633623
RAB35,96.14485951,56.65510521,71.40651681,106.3839427,70.60957783,73.49613511,82.93591386,69.76469624,108.2958371,88.91894412,102.1179742,97.98982626
CEP164,12.36148194,6.86728548,17.8516292,19.46599802,18.70199629,14.80892275,15.86600091,10.46470444,12.74068672,17.78378882,23.72437786,13.13265713
PSMD6,282.9405866,254.0895628,191.2674557,254.4160672,229.767383,228.167106,256.0195602,207.5499713,214.0435369,222.2973603,222.8028529,247.5000766
FXYD2,6.867489965,5.15046411,15.30139646,3.621581028,8.015141268,2.742393101,7.211818597,3.488234812,6.370343361,3.556757765,2.062989379,7.071430761
TP63,0,0,0,3.168883399,0,0,5.769454877,0,0,2.667568323,1.031494689,0
PMM2,173.0607471,250.65592,196.3679212,195.1126779,165.2645795,205.6794826,183.1801924,209.2940887,196.2065755,205.4027609,197.0154857,190.9286305
CTNND1,89.27736955,133.9120669,142.8130336,99.59347826,100.7617759,98.17767303,178.8531012,195.3411495,159.258584,176.0595093,165.0391503,202.0408789
SVIL,4.120493979,8.58410685,25.50232743,13.12823123,12.2135486,7.130222063,5.769454877,10.46470444,12.74068672,8.891894412,14.44092565,10.10204394
PRICKLE2,1.373497993,0,0,1.810790514,3.05338715,3.290871722,0,1.744117406,5.096274689,1.778378882,1.031494689,0
UBAP1L,1.373497993,6.86728548,2.550232743,5.88506917,6.488447693,6.581743443,10.8177279,10.46470444,5.096274689,10.67027329,3.094484068,2.020408789
ABAT,34.33744983,30.90278466,12.75116372,46.1751581,51.90758154,50.46003306,30.28963811,52.32352218,57.33309025,48.90541926,51.57473447,41.41838017
MED19,63.18090768,54.93828384,68.85628407,60.66148221,80.91475946,66.91439167,69.23345853,78.48528327,85.36260104,62.24326088,76.33060701,58.59185488
JCAD,27.46995986,8.58410685,40.80372389,36.21581028,50.76256136,40.03893928,31.01081997,50.57940477,48.41460954,66.68920809,33.00783006,43.43878896
RASL12,15.10847792,18.88503507,20.40186195,12.22283597,15.26693575,17.55131585,7.211818597,15.69705665,20.38509875,16.00540994,10.31494689,10.10204394
ENSGALG00000007350,618.0740969,825.791079,933.385184,627.438913,518.3124686,615.3930119,576.9454877,661.0204969,637.0343361,513.0623075,545.6606907,664.7144915
MTPAP,1.373497993,5.15046411,0,4.074278656,3.435060543,1.096957241,2.884727439,6.976469624,3.822206017,5.335136647,6.188968136,8.081635155
MTFMT,71.42189564,51.5046411,45.90418938,57.49259881,61.83108978,58.68721237,48.3191846,50.57940477,56.05902158,48.01622982,43.32277695,67.68369443
CIT,30.21695585,24.03549918,43.35395664,31.23613636,25.19044398,25.77849515,18.02954649,26.16176109,33.12578548,23.11892547,21.66138848,30.30613183
BCL6,63.18090768,58.37192658,63.75581858,58.8506917,51.14423476,51.5569903,111.7831883,95.92645733,76.44412033,114.7054379,73.23612295,90.9183955
SST,2384.392516,2527.161057,2861.361138,1765.973449,2474.388611,2343.649144,1562.079908,2991.161351,2628.403671,2171.400615,2864.460752,2580.062023
ZDHHC5,46.69893176,48.07099836,56.10512035,45.72246047,44.27411367,36.19958894,48.3191846,50.57940477,36.94799149,39.12433541,34.03932475,41.41838017
TOB1,97.51835751,54.93828384,56.10512035,87.82333992,75.57133195,85.56266476,64.90636737,61.04410921,82.81446369,87.14056523,80.45658577,83.84696474
PARP16,60.43391169,66.95603343,22.95209469,49.3440415,59.15937602,40.03893928,50.48273018,47.09116996,56.05902158,51.57298759,41.25978757,37.37756259
CLP1,27.46995986,34.3364274,51.00465487,31.23613636,24.4270972,22.48762343,32.45318369,47.09116996,29.30357946,34.6783882,35.07081944,37.37756259
ENSGALG00000007373,1.373497993,0,2.550232743,0.452697628,1.145020181,4.387828962,0,5.232352218,0,0,3.094484068,0
YPEL4,28.84345785,24.03549918,12.75116372,20.82409091,24.80877059,24.13305929,25.24136509,13.95293925,15.28882407,14.22703106,21.66138848,26.26531425
FAM162A,376.3384501,365.6829518,303.4776964,405.6170751,298.4685939,375.7078549,357.7062024,233.7117324,351.6429535,320.9973883,274.3775874,307.1021359
SERPING1,71.42189564,145.9298165,117.3107062,97.78268775,77.09802553,100.9200661,235.1052863,256.3852587,221.687949,181.394646,274.3775874,223.2551712
LUC7L3,270.5791046,224.9035995,160.6646628,330.9219664,339.6893204,279.1756177,310.8293815,230.2234976,290.4876573,395.6893013,308.4169121,275.7857997
GTF3C1,96.14485951,151.0802806,142.8130336,89.63413044,130.1506273,123.4076896,125.4856436,148.2499795,85.36260104,90.697323,126.8738468,131.3265713
ENSGALG00000007388,26.09646187,25.75232055,17.8516292,25.80376482,40.83905313,23.03610205,26.68372881,52.32352218,36.94799149,21.34054659,28.8818513,32.32654062
ENSGALG00000007389,89.27736955,116.7438532,140.2628009,106.8366403,88.92990073,106.4048523,87.98418688,95.92645733,90.45887572,83.58380747,101.0864796,87.88778231
SUDS3,96.14485951,51.5046411,53.55488761,76.50589921,75.95300535,74.59309235,96.6383692,88.94998771,70.07377697,84.47299691,80.45658577,56.57144609
TAOK3,167.5667552,145.9298165,201.4683867,162.9711462,214.8821207,145.3468344,240.1535593,186.6205624,145.2438286,230.3000653,201.1414644,210.122514
PEBP1,4285.313738,4987.36608,5077.513392,4006.374012,3612.538671,4254.548657,3744.376215,4362.037632,4020.960729,3523.857755,4209.529827,4447.929949
YIPF5,65.92790367,96.14199672,91.80837876,74.6951087,88.16655394,74.59309235,89.4265506,83.71763549,78.99225768,80.91623914,54.66921854,77.78573837
MPP7,1.373497993,0,2.550232743,3.621581028,4.961754118,3.839350342,0.72118186,0,2.548137344,2.667568323,3.094484068,1.010204394
MPZL2,2.746995986,1.71682137,7.65069823,1.810790514,1.145020181,3.290871722,7.933000457,1.744117406,3.822206017,2.667568323,5.157473447,3.030613183
CD3E,1.373497993,13.73457096,5.100465487,0.905395257,1.145020181,1.096957241,13.70245533,10.46470444,17.83696141,9.781083853,15.47242034,7.071430761
ARMC4,1.373497993,0,2.550232743,4.074278656,4.580080724,3.290871722,4.327091158,5.232352218,7.644412033,2.667568323,1.031494689,2.020408789
ENSGALG00000007418,4.120493979,22.31867781,7.65069823,6.337766798,3.435060543,8.227179304,15.14481905,6.976469624,28.02951079,5.335136647,20.62989379,10.10204394
MASP1,4.120493979,15.45139233,20.40186195,8.148557312,15.64860914,13.16348689,9.375364176,12.20882184,20.38509875,16.00540994,28.8818513,31.31633623
MKX,0,1.71682137,0,0.905395257,2.671713756,0,0,0,0,3.556757765,1.031494689,1.010204394
ARCN1,417.5433899,547.666017,512.5967814,504.7578557,513.3507145,545.1877485,556.7523957,518.0028696,451.02031,533.5136647,510.5898712,528.3368983
MAGI1,2.746995986,5.15046411,0,3.168883399,2.671713756,1.096957241,0.72118186,3.488234812,2.548137344,0,0,4.040817578
RHBDF1,2.746995986,5.15046411,2.550232743,4.526976285,6.106774299,3.290871722,8.654182316,3.488234812,7.644412033,1.778378882,7.220462826,4.040817578
RAB18,285.6875826,248.9390987,160.6646628,287.4629941,275.1865169,291.2421474,259.6254695,252.8970239,299.406138,281.8730528,260.9681564,273.7653909
DPP8,13.73497993,20.60185644,25.50232743,23.99297431,20.22868987,30.71480273,16.58718277,27.9058785,17.83696141,29.34325156,23.72437786,27.27551865
ENSGALG00000007438,131.8558073,188.8503507,145.3632664,135.8092885,112.9753245,125.601604,165.8718277,132.5529229,140.1475539,74.69191306,138.2202884,152.5408636
PRELID3B,116.7473294,94.42517535,63.75581858,125.3972431,107.631897,112.9865958,104.5713697,90.69410511,124.8587299,121.8189534,111.4014265,93.94900868
MAP6,86.53037356,44.63735562,107.1097752,134.9038933,119.8454456,105.3078951,97.35955106,85.46175289,118.4883865,105.8135435,91.80302735,80.81635155
TMLHE,21.97596789,17.1682137,7.65069823,15.39171937,11.06852842,9.872615165,13.70245533,3.488234812,22.9332361,15.1162205,18.56690441,13.13265713
TUBB1,21.97596789,12.01774959,2.550232743,14.03362648,12.97689539,11.51805103,4.327091158,5.232352218,11.46661805,14.22703106,8.251957515,7.071430761
CTSZ,363.9769682,295.2932756,288.1763,337.2597332,305.7203884,341.1537018,289.9151076,200.5735017,332.5319234,325.4433355,348.645205,342.4592897
COX15,76.91588761,133.9120669,114.7604734,76.50589921,62.97610996,81.72331442,66.34873109,113.3676314,94.28108174,77.35948138,68.0786495,72.7347164
SLC25A26,24.72296388,39.48689151,20.40186195,25.35106719,20.99203665,25.23001653,33.17436555,29.6499959,35.67392282,25.78649379,27.85035661,33.33674502
ENSGALG00000007470,108.5063415,113.3102104,135.1623354,66.54655138,104.9601833,122.8592109,96.6383692,115.1117488,105.7476998,77.35948138,73.23612295,109.1020746
MRPL28,351.6154862,312.4614893,331.5302566,312.3613636,280.9116178,349.9293597,284.8668346,350.5675986,323.6134427,320.1081988,308.4169121,310.1327491
VAMP7,155.2052732,199.1512789,188.717223,174.7412846,158.012785,212.8097047,191.1131928,197.0852669,184.7399575,202.7351926,145.4407512,200.0204701
NELFCD,60.43391169,49.78781973,28.05256018,68.3573419,69.84623105,92.69288682,75.72409527,59.2999918,80.26632635,36.45676709,76.33060701,72.7347164
SLC51A,1.373497993,0,2.550232743,0.905395257,2.290040362,4.387828962,2.884727439,1.744117406,0,0,0,3.030613183
SLC25A28,155.2052732,140.7793523,260.1237398,157.9914723,154.1960511,138.2166123,161.5447366,198.8293843,121.0365239,156.4973416,152.661214,175.7755646
HACD3,138.7232973,127.0447814,66.30605133,179.2682609,148.8526235,146.4437916,224.2875584,116.8558662,124.8587299,153.8297733,164.0076556,145.4694328
GOT1,1090.557406,1155.420782,1060.896821,1220.020109,962.5802989,1175.938162,1060.858516,863.338116,1104.617539,1051.021919,971.6679974,1381.959612
TFRC,140.0967953,247.2222773,239.7218779,208.2409091,197.3251445,175.5131585,138.4669171,139.5293925,123.5846612,179.6162671,140.2832778,118.1939141
DDX54,146.9642853,168.2484943,198.918154,150.2956126,135.8757282,145.895313,177.4107375,136.0411577,135.0512793,123.5973323,145.4407512,163.6531119
INTS14,50.81942574,58.37192658,99.45907699,46.1751581,83.58647322,75.6900496,67.79109481,78.48528327,59.88122759,46.23785094,54.66921854,56.57144609
YME1L1,86.53037356,25.75232055,33.15302566,85.10715415,73.66296498,64.17199857,81.49355014,54.06763959,101.9254938,85.36218635,77.3621017,72.7347164
NSDHL,111.2533374,106.4429249,79.05721504,129.0188241,158.3944584,139.3135695,95.19600548,74.99704846,119.7624552,61.35407144,70.14163888,90.9183955
LARS,9.614485951,3.43364274,2.550232743,5.88506917,11.06852842,14.26044413,12.98127347,5.232352218,3.822206017,6.224326088,8.251957515,9.09183955
ENSGALG00000007510,372.2179561,343.364274,316.2288602,356.2730336,374.4215992,371.3200259,330.3012917,315.6852505,249.7174597,274.7595373,276.4405768,342.4592897
ITGB2,42.57843778,13.73457096,35.70325841,33.95232213,24.80877059,37.8450248,24.52018323,17.44117406,12.74068672,11.55946273,31.97633537,36.3673582
ENSGALG00000007512,50.81942574,85.8410685,91.80837876,65.1884585,59.54104942,76.78700684,62.74282179,61.04410921,59.88122759,97.81083853,70.14163888,64.65308124
FAM207A,223.8801729,266.1073124,280.5256018,220.4637451,214.8821207,223.2307984,223.5663765,256.3852587,186.0140261,197.4000559,255.810683,273.7653909
ENSGALG00000007516,2.746995986,5.15046411,2.550232743,2.716185771,1.526693575,0.54847862,0.72118186,3.488234812,1.274068672,3.556757765,5.157473447,2.020408789
ENSGALG00000007519,265.0851127,197.4344576,204.0186195,279.3144368,272.8964765,261.6243019,200.488557,169.1793884,222.9620176,180.5054566,138.2202884,210.122514
SSRP1,68.67489965,92.70835398,94.3586115,73.78971344,77.47969892,63.62351995,83.65709572,78.48528327,101.9254938,63.13245032,73.23612295,84.85716913
ABCC3,1.373497993,0,0,1.810790514,2.290040362,2.742393101,0.72118186,0,1.274068672,1.778378882,1.031494689,0
ENSGALG00000007525,0,0,0,2.716185771,0,0.54847862,0,1.744117406,0,0.889189441,0,0
ENSGALG00000007526,9.614485951,1.71682137,2.550232743,1.810790514,1.145020181,1.645435861,2.163545579,1.744117406,3.822206017,0.889189441,8.251957515,2.020408789
ADARB1,46.69893176,13.73457096,30.60279292,47.53325099,41.60239991,35.1026317,48.3191846,33.13823071,40.77019751,48.90541926,38.16530351,37.37756259
TCERG1,43.95193578,20.60185644,28.05256018,38.47929842,43.51076688,19.74523033,31.01081997,24.41764368,21.65916743,45.3486615,56.73220792,33.33674502
ZFYVE27,114.0003334,115.0270318,79.05721504,115.4378953,111.0669576,111.3411599,122.6009161,129.064688,129.9550046,126.2649006,106.243953,109.1020746
NPEPL1,131.8558073,139.062531,191.2674557,121.3229644,112.2119777,124.5046468,152.1693724,90.69410511,128.6809359,100.4784068,129.9683309,131.3265713
ENSGALG00000007537,21.97596789,10.30092822,5.100465487,23.99297431,16.41195593,15.35740137,16.58718277,17.44117406,16.56289274,21.34054659,17.53540972,25.25510986
ENSGALG00000007541,174.4342451,101.2924608,99.45907699,175.6466798,155.3410712,145.3468344,157.9388273,104.6470444,149.0660346,167.1676149,149.56673,146.4796372
APCDD1L,2.746995986,6.86728548,7.65069823,7.243162055,11.06852842,7.130222063,11.53890975,3.488234812,12.74068672,6.224326088,0,11.11224834
ABI1,438.1458598,461.8249485,410.5874717,430.062747,500.3738191,466.7553058,449.2962986,458.7028778,429.3611425,437.481205,448.7001899,435.398094
VAPB,438.1458598,413.7539502,364.6832823,531.0143182,425.1841606,406.9711362,427.6608428,313.9411331,477.7757521,465.0460777,420.8498333,488.9389269
RAB22A,12.36148194,1.71682137,0,8.148557312,4.961754118,5.484786203,15.14481905,6.976469624,6.370343361,16.89459938,18.56690441,6.061226366
CCND1,56.31341772,27.46914192,22.95209469,37.12120553,29.38885131,21.93914481,42.54972972,19.18529147,28.02951079,29.34325156,24.75587254,38.38776699
ORAOV1,164.8197592,168.2484943,117.3107062,128.1134289,121.3721392,154.1224923,116.1102794,200.5735017,180.9177514,99.58921741,139.2517831,128.2959581
PDSS1,34.33744983,17.1682137,33.15302566,32.14153162,20.22868987,24.13305929,22.35663765,36.62646553,20.38509875,17.78378882,26.81886192,21.21429228
PPP2R2B,111.2533374,103.0092822,165.7651283,119.5121739,124.043853,127.7955185,93.0324599,123.8323358,138.8734853,97.81083853,90.77153266,131.3265713
MMS19,67.30140166,82.40742576,73.95674956,70.62083004,66.7928439,73.49613511,62.74282179,81.97351808,70.07377697,70.24596585,62.92117605,71.724512
ENSGALG00000007575,6.867489965,6.86728548,2.550232743,8.601254941,4.580080724,4.936307582,6.490636737,1.744117406,1.274068672,2.667568323,3.094484068,4.040817578
APBB1IP,1.373497993,0,2.550232743,0,0.763346787,0.54847862,0.72118186,0,1.274068672,0.889189441,3.094484068,1.010204394
FYTTD1,41.20493979,42.92053425,28.05256018,42.10087945,50.76256136,51.5569903,34.61672926,26.16176109,58.60715892,52.46217703,49.51174509,37.37756259
DPYSL3,438.1458598,509.8959469,484.5442212,402.4481917,587.3953529,525.9909968,525.0203939,545.9087481,377.124327,411.6947113,463.1411155,468.734839
NIT1,94.77136152,111.5933891,117.3107062,90.08682806,101.5251227,105.8563737,95.19600548,108.1352792,82.81446369,64.9108292,71.17313357,88.89798671
MTMR8,9.614485951,5.15046411,7.65069823,17.65520751,22.90040362,14.26044413,13.70245533,8.72058703,6.370343361,10.67027329,14.44092565,13.13265713
ZDHHC16,23.34946588,17.1682137,10.20093097,19.91869565,12.97689539,13.16348689,14.42363719,17.44117406,16.56289274,25.78649379,14.44092565,12.12245273
JAKMIP2,2.746995986,3.43364274,10.20093097,13.12823123,11.06852842,4.936307582,5.769454877,10.46470444,8.918480705,9.781083853,13.40943096,13.13265713
LRCH3,2.746995986,6.86728548,10.20093097,2.263488142,1.526693575,1.645435861,2.163545579,0,3.822206017,0.889189441,8.251957515,4.040817578
PGAM1,2730.51401,2825.887975,2968.470913,2868.292174,2346.909698,2760.492896,2687.123609,2647.570222,2661.529456,2461.276373,2589.05167,2668.96001
IQCG,5.493991972,20.60185644,12.75116372,4.074278656,5.725100905,6.033264823,4.327091158,8.72058703,1.274068672,3.556757765,8.251957515,11.11224834
ARHGEF9,115.3738314,109.8765677,99.45907699,101.4042688,102.6701429,104.7594165,98.08073292,118.5999836,90.45887572,99.58921741,119.653384,102.0306438
ENSGALG00000007609,19.2289719,42.92053425,53.55488761,41.64818182,40.07570634,37.8450248,42.54972972,38.37058293,45.8664722,30.232441,38.16530351,49.50001533
CDC23,81.03638159,87.55788987,40.80372389,65.1884585,63.73945675,57.59025513,56.25218506,59.2999918,39.49612884,50.68379815,53.63772385,48.48981093
ENSGALG00000007611,17.85547391,36.05324877,35.70325841,8.601254941,9.923508236,13.16348689,11.53890975,41.85881774,11.46661805,7.113515529,14.44092565,12.12245273
RAB11A,484.8447916,573.4183376,581.4530655,601.1824506,565.2582961,618.6838836,501.9425743,559.8616873,564.4124218,598.4244939,547.7236801,629.3573377
ENSGALG00000007619,1.373497993,1.71682137,0,0.452697628,0.381673394,1.645435861,0.72118186,3.488234812,2.548137344,0,2.062989379,1.010204394
CACNA1G,196.410213,247.2222773,198.918154,172.0250988,187.7833097,165.0920647,167.3141914,177.8999754,126.1327985,200.0676243,182.57456,143.449024
FADD,1.373497993,0,0,3.168883399,2.290040362,1.645435861,1.442363719,1.744117406,3.822206017,0.889189441,4.125978757,2.020408789
HMOX2,228.0006668,309.0278466,326.4297911,248.0783004,305.7203884,269.3030025,283.4244709,319.1734853,294.3098633,250.7514224,216.6138848,293.9694788
ENSGALG00000007642,38.45794381,41.20371288,48.45442212,30.33074111,23.28207702,30.71480273,45.43445716,40.11470034,40.77019751,39.12433541,36.10231413,61.62246806
DIS3L,24.72296388,6.86728548,20.40186195,27.61455534,16.79362932,14.80892275,15.14481905,27.9058785,8.918480705,18.67297826,16.50391503,10.10204394
MYO3A,1.373497993,1.71682137,0,2.263488142,2.290040362,0,0.72118186,0,0,2.667568323,0,1.010204394
TIPIN,41.20493979,36.05324877,51.00465487,44.81706522,49.61754118,47.16916134,50.48273018,61.04410921,48.41460954,40.01352485,43.32277695,42.42858457
SLC9A3R1,207.398197,284.9923474,275.4251363,167.9508202,180.5315152,218.2944909,185.3437379,155.2264491,126.1327985,147.6054472,153.6927087,129.3061625
STAT1,38.45794381,41.20371288,20.40186195,30.33074111,36.2589724,46.62068272,89.4265506,122.0882184,115.9402492,82.69461803,142.3462671,139.4082064
SUCLG2,19.2289719,13.73457096,20.40186195,37.12120553,29.38885131,39.49046066,15.14481905,26.16176109,25.48137344,16.00540994,20.62989379,20.20408789
RAE1,43.95193578,37.77007014,22.95209469,47.08055336,49.23586779,47.71763996,63.46400365,33.13823071,39.49612884,45.3486615,46.41726102,39.39797138
C10orf76,86.53037356,164.8148515,158.1144301,104.1204545,125.1888731,140.4105268,141.3516445,167.435271,124.8587299,118.2621957,106.243953,115.163301
HYOU1,493.0857795,731.3659036,833.9261071,594.8446838,600.3722483,646.6562933,639.6883095,767.4116586,616.6492373,698.9029007,600.3299092,705.1226673
MYCBPAP,1.373497993,0,2.550232743,2.716185771,3.435060543,3.290871722,3.605909298,6.976469624,0,1.778378882,2.062989379,0
KDM3B,4.120493979,1.71682137,0,4.074278656,3.816733937,3.290871722,1.442363719,0,0,3.556757765,5.157473447,3.030613183
PSMD1,274.6995986,297.010097,321.3293257,341.7867095,346.5594415,270.9484384,341.1190196,361.032303,322.3393741,329.8892827,300.1649546,349.5307205
GPR158,2.746995986,3.43364274,5.100465487,5.432371542,6.488447693,4.936307582,4.327091158,3.488234812,2.548137344,0.889189441,8.251957515,4.040817578
EGR1,8.240987958,6.86728548,2.550232743,4.979673913,3.435060543,3.290871722,4.327091158,1.744117406,5.096274689,0.889189441,13.40943096,2.020408789
LRRC59,146.9642853,137.3457096,117.3107062,98.688083,107.631897,115.1805103,130.5339166,113.3676314,95.55515041,144.9378789,120.6848787,115.163301
EME1,4.120493979,5.15046411,10.20093097,4.979673913,3.435060543,8.227179304,5.048273018,0,1.274068672,6.224326088,4.125978757,3.030613183
THNSL1,9.614485951,12.01774959,7.65069823,22.18218379,19.84701647,17.00283723,19.47191021,13.95293925,22.9332361,20.45135715,15.47242034,14.14286152
ENKUR,23.34946588,41.20371288,51.00465487,24.44567194,32.44223846,20.29370895,37.5014567,22.67352628,25.48137344,32.90000932,25.78736723,31.31633623
HTR2B,1.373497993,1.71682137,0,3.621581028,1.145020181,1.096957241,3.605909298,3.488234812,2.548137344,1.778378882,2.062989379,2.020408789
ENSGALG00000007683,1.373497993,0,7.65069823,2.716185771,4.580080724,4.387828962,4.327091158,1.744117406,2.548137344,6.224326088,7.220462826,5.051021972
MAP2K1,548.0256992,436.072628,397.836308,483.4810672,570.2200502,427.2648452,460.8352083,533.6999262,457.3906533,449.0406678,512.6528606,437.4185028
CCDC84,41.20493979,34.3364274,20.40186195,32.14153162,27.09881095,24.68153791,33.89554741,40.11470034,35.67392282,29.34325156,22.69288317,17.1734747
ARMC9,5.493991972,0,0,4.979673913,4.198407331,2.193914481,3.605909298,0,2.548137344,1.778378882,1.031494689,2.020408789
PRTFDC1,2.746995986,0,5.100465487,0.905395257,2.290040362,1.645435861,2.163545579,3.488234812,2.548137344,0.889189441,3.094484068,0
SNAPC5,230.7476628,157.947566,193.8176885,197.376166,212.5920803,171.6738081,189.6708291,149.9940969,236.976773,151.162205,210.4249166,226.2857843
MGEA5,49.44592775,80.69060439,71.40651681,63.37766798,93.89165485,93.78984406,52.64627576,129.064688,62.42936494,81.80542859,103.1494689,71.724512
RPS25,3021.695585,2932.3309,3779.444926,2488.478864,2615.607767,2598.691703,2754.193522,3055.693695,2609.292641,2538.635854,2551.917861,2773.011063
CTTN,0,3.43364274,0,2.716185771,4.580080724,2.742393101,2.163545579,3.488234812,7.644412033,5.335136647,3.094484068,2.020408789
B3GNT7,6.867489965,1.71682137,5.100465487,9.959347826,8.778488055,5.484786203,6.490636737,1.744117406,6.370343361,6.224326088,4.125978757,3.030613183
FGF8,2.746995986,15.45139233,12.75116372,9.959347826,7.633467874,11.51805103,16.58718277,6.976469624,6.370343361,3.556757765,13.40943096,3.030613183
TRAPPC4,373.5914541,439.5062707,489.6446867,406.0697727,378.6200065,371.8685045,384.3899312,441.2617037,462.486928,361.0109131,422.9128226,450.5511599
RTFDC1,263.7116147,199.1512789,147.9134991,267.996996,248.4693793,245.1699433,275.4914704,226.7352628,295.5839319,242.7487174,264.0626405,231.3368063
ENSGALG00000007710,4.120493979,1.71682137,7.65069823,3.168883399,1.908366968,2.193914481,3.605909298,3.488234812,11.46661805,0,0,2.020408789
RPL4,2476.416881,3146.933571,3641.732357,2256.697678,2512.174277,2475.284013,2708.759065,3346.961302,2611.840778,2337.679041,2481.776223,2574.000797
MYO1B,0,0,2.550232743,2.263488142,4.580080724,1.645435861,2.884727439,3.488234812,0,2.667568323,4.125978757,2.020408789
NMUR1,4.120493979,18.88503507,25.50232743,9.053952569,7.633467874,5.484786203,7.933000457,17.44117406,12.74068672,3.556757765,9.283452204,8.081635155
SLC37A4,4.120493979,8.58410685,5.100465487,2.263488142,1.145020181,1.096957241,2.163545579,6.976469624,8.918480705,1.778378882,1.031494689,1.010204394
GCNT7,4.120493979,0,2.550232743,8.601254941,6.106774299,8.775657924,5.769454877,15.69705665,1.274068672,11.55946273,11.34644158,12.12245273
ARHGAP21,109.8798394,63.52239069,56.10512035,129.4715217,93.89165485,103.6624592,124.7644617,71.50881365,107.0217685,114.7054379,88.70854329,78.79594276
ENSGALG00000007723,37.08444581,15.45139233,28.05256018,27.61455534,22.90040362,21.39066619,23.79900137,13.95293925,25.48137344,39.12433541,29.91334599,23.23470107
ENSGALG00000007728,135.9763013,194.0008148,137.7125681,136.2619862,130.5323006,155.2194495,287.0303802,296.499959,312.1468247,245.4162858,305.3224281,256.5919162
DPCD,118.1208274,130.4784241,168.3153611,106.3839427,109.1585906,125.601604,124.7644617,139.5293925,114.6661805,82.69461803,126.8738468,150.5204548
ENSGALG00000007732,17.85547391,6.86728548,7.65069823,23.08757905,14.50358896,12.61500827,15.14481905,3.488234812,3.822206017,9.781083853,10.31494689,3.030613183
ZWILCH,16.48197592,12.01774959,12.75116372,13.12823123,11.06852842,7.678700684,11.53890975,5.232352218,11.46661805,9.781083853,10.31494689,15.15306592
CASS4,0,0,0,0.905395257,1.526693575,0.54847862,0,0,0,0,0,0
TMEM104,39.8314418,37.77007014,33.15302566,33.04692688,36.64064579,35.1026317,40.38618414,62.78822662,34.39985415,43.57028262,39.1967982,48.48981093
SLC16A2,5.493991972,1.71682137,0,2.263488142,4.580080724,2.193914481,2.163545579,3.488234812,2.548137344,2.667568323,9.283452204,4.040817578
RLIM,5.493991972,10.30092822,12.75116372,8.601254941,7.25179448,6.033264823,7.211818597,3.488234812,6.370343361,11.55946273,3.094484068,9.09183955
COPS7B,56.31341772,44.63735562,25.50232743,37.57390316,47.70917421,59.78416961,49.04036646,54.06763959,40.77019751,40.01352485,64.98416543,49.50001533
POLL,15.10847792,29.18596329,28.05256018,19.46599802,28.24383113,21.39066619,28.84727439,41.85881774,19.11103008,27.56487268,34.03932475,20.20408789
NEXMIF,2.746995986,0,2.550232743,0,1.145020181,1.096957241,1.442363719,8.72058703,2.548137344,0,3.094484068,5.051021972
CSTF1,13.73497993,12.01774959,7.65069823,6.790464427,3.435060543,6.581743443,7.933000457,12.20882184,15.28882407,8.00270497,7.220462826,5.051021972
TMEFF2,4.120493979,6.86728548,7.65069823,4.526976285,5.725100905,5.484786203,5.769454877,5.232352218,6.370343361,1.778378882,7.220462826,5.051021972
CREBBP,175.8077431,173.3989584,209.1190849,155.7279842,188.5466565,137.6681337,171.6412826,202.3176191,154.1623093,196.5108665,206.2989379,204.0612877
ENSGALG00000007765,0,0,5.100465487,2.263488142,1.908366968,2.193914481,4.327091158,0,2.548137344,0,2.062989379,4.040817578
